uid,summary
id_2032-AGENDA_5,"음성군 기업 및 투자유치 촉진조례안은 국가균형발전특별법 및 외국인투자유치촉진법에서 위임된 사항의 시행과 활발한 기업 투자를 촉진될 수 있도록 지원근거를 마련하기 위하여 제정하였으며, 해당"
id_2032-AGENDA_6,음성군 촉탁의료인 보수지급조례 폐지조례안은 상위법령인 의료법 제65조의 규정인 의료촉탁 조항이 2002년 1월 10일 삭제됨에 따라 본 군에서도 동 관련 조례를 폐지하고자 제정
id_2033-AGENDA_1,제112회 제2차 정례회 제5차 본회의 개의 선포.
id_2033-AGENDA_2,"2002년도 세입, 세출예산승인 심사결과 보고. 해당 안건은 가결됨."
id_2033-AGENDA_3,2002년도 기금운용계획승인안은 심사결과 가결됨.
id_2033-AGENDA_4,"음성군 인터넷시스템 설치 및 운영 조례안은 정보화시대를 맞이하여 양질의 인터넷 서비스 제공을 위한 기반을 조성하고, 인터넷 시스템의 종합적이고 체계적인 운영을 위해, 이와 관련된 제반사항을 규정하는 제도적 근거 마련하기"
id_2033-AGENDA_5,"음성군 정기시장관리및사용조례중개정조례안은 임시시장의 개설방법과 시설 기준 및 관리 운영에 관한 조항을 신설하여 임시시장 내에서 품질 미표시, 상표 위조 및 가격 미표시 행위 등을"
id_2033-AGENDA_6,음성군 준농림지역내식품접객업소설치에관한조례안은 준농림지역의 수질오염 및 경관 훼손의 우려가 없는 지역에 대하여 식품접객업소 설치를 허용하기 위해 제정되었음.
id_2033-AGENDA_7,감곡도시계획재정비안은 도시계획법 제22조 제5항 및 동법 시행령 제22조 제7항 규정에 의거해 감곡 도시계획재정비안의 변경결정을 위해 지방의회 의견 청취함. 해당
id_2033-AGENDA_8,제112회 제2차 정례회 휴회의 건은 회기 중 예산결산 특별위원회 활동을 하는 의사일정으로 갈음함.
id_2034-AGENDA_1,제성군의회 제229회 임시회 제1차 본회의 개의 선포.
id_2034-AGENDA_2,음성군의회 제229회 임시회 회기는 11월 10일부터 11월 17일까지 8일간으로 가결됨.
id_2034-AGENDA_3,제229회 임시회 회의록 서명의원으로 이대웅 의원과 김순옥 의원이 선출됨.
id_2034-AGENDA_4,11월 11일부터 15일까지 군정에 관한 질문과 답변을 듣고자 음성군수 및 관계공무원의 출석을 요구하여 가결됨.
id_2034-AGENDA_5,2012년도 공유재산 관리계획안은 음성군 공유재산심의회 심의를 거친 대소 생활체육공원 조성사업 부지매입을 위한 공유재산 취득 계획과 관련하여 음성군의회의 의결을 받고자 제정함. 해당 안건은
id_2035-AGENDA_1,제101회 음성군의회 임시회 제4차 본회의 개의 선포.
id_2035-AGENDA_2,음성군 특화작목가공시설 위탁운영 조례안은 음성군의 특화 작목인 청결고추 등 농산물을 이용한 가공 제품 생산으로 부가 가치와 지역 이미지를 높이기 위하여 설치한 특화 작목 가공시설에
id_2035-AGENDA_3,선진 시군 비교견학 계획안은 관내 시설의 문제점 해결을 위해 선진 시군 비교견학을 실시하고자 발의함. 해당 안건은 가결됨.
id_2035-AGENDA_4,제101회 임시회 휴회는 선진 시군 비교견학 의사일정으로 갈음함.
id_2036-AGENDA_1,제332회 음성군의회 임시회 제1차 본회의 개의 선포.
id_2036-AGENDA_2,제332회 음성군의회 임시회 회기는 2월 18일부터 2월 25일까지 8일간으로 가결됨.
id_2036-AGENDA_3,"제332회 음성군의회 임시회 회의록 서명의원으로 김영호 의원, 김영섭 의원이 선출됨."
id_2036-AGENDA_4,"2020회계연도 결산검사위원은 대표위원으로 조천희 의원, 위원으로 김영일 강동대 교수, 청석세무회계사무소 김종태 회계사, 한동희 전 행정복지국장, 조남설 전 소이면"
id_2036-AGENDA_5,음성군 학교급식 지원에 관한 조례 일부개정조례안은 조문 수정을 통한 조례의 명확화와 학교급식심의위원회 위원의 범위를 명료화하기 위하여 필요한 사항을 개정하고자 제정되었음. 해당 안건은 가결
id_2036-AGENDA_6,음성군 재정안정화기금 설치 및 운용 조례 전부개정조례안은 <지방재정법>과 <지방치단체 기금관리기본법>의 개정에 따라 현행 재정안정화기금을 통합재정안정화기금으로 변경
id_2036-AGENDA_7,"음성군 이장자녀 장학금 지급 조례 전부개정조례안은 고교무상교육 전면 실시에 따라 정액 지급으로 변경하고, 국민권익위원회의 이ᆞ통장 자녀장학금 제도 운영의 공정성 제고"
id_2036-AGENDA_8,음성군 청소년육성기금 설치 및 운용 조례 일부개정조례안은 <음성군 행정기구 설치 조례 시행규칙>의 개정에 따라 사회복지과 청소년팀이 평생학습과 청소년팀으로 조직개편됨에 따라 관련 조례 일부를
id_2036-AGENDA_9,음성군 골목형상점가 지정에 관한 조례안은 <전통시장 및 상점가 육성을 위한 특별법>의 일부개정에 따라 골목형상점가 지정기준을 마련하여 소상공인의 경쟁력 강화와 골목상
id_2036-AGENDA_10,"음성군 지역건설산업 활성화 지원 조례 일부개정조례안은 지역건설산업 활성화 및 지역경제의 발전을 도모하고, 지역건설 산업체에 관내 건설산업 참여를 적극 유도하기 위하여 참여 권장비율을 명시하고자 제정되었음. 해당"
id_2036-AGENDA_11,음성군 간접흡연 피해방지에 관한 조례 일부개정조례안은 금연구역의 지정 등에 관한 사항을 재정비 규정함으로써 간접흡연으로 인한 피해방지와 금연환경 조성으로 군민의 건강증진에 기여하고자 제정
id_2036-AGENDA_12,"슬레이트 처리 지원사업 민간위탁 동의안은 슬레이트 건축물의 노후화에 따른 피해로부터 주민의 건강을 보호하고, 주거환경을 개선하기 위한 동 사업의 민간위탁을 추진함에 있어 안전성, 전문성, 효율성을 증대하고자"
id_2036-AGENDA_13,일반농산어촌개발사업 중간지원조직 설치 및 음성군 도시재생지원센터 통합운영 동의안은 <음성군 마을만들기사업 지원 및 중간지원조직 설치 및 운영에 관한 조례>제15조와 일반농산
id_2036-AGENDA_14,2021년도 군정 주요업무 보고의 건은 원활한 회의 진행을 위하여 2020년도 주요 성과는 유인물로 갈음함.
id_2036-AGENDA_15,기획21년도 주요업무계획 보고.
id_2036-AGENDA_16,주민행정과 2021년도 주요업무 보고.
id_2037-AGENDA_1,제118회 음성군의회 임시회 개의 선포.
id_2037-AGENDA_2,"완장 선거는 총 8표 중에서 윤병승 의원 8표, 무효 1표로 윤창규 의원 당선. 부의장의 선거는 총 8표 중에서 윤창규 의원 7표, 무효 1표로 윤창규"
id_2037-AGENDA_3,제118회 음성군의회 임시회 회기는 7월 10일 1일 1일로 가결됨.
id_2037-AGENDA_4,제118회 임시회 회의록 서명의원으로 이한철 의원과 윤병승 의원이 선출됨.
id_2038-AGENDA_1,제327회 음성군의회 임시회 제4차 본회의 개의 선포.
id_2038-AGENDA_2,"2020년도 주요 현안사업 보고의 건은 건설교통과, 도시과, 건축과, 농업기술센터, 수도사업소, 시설관리사업소 순으로 보고 진행함."
id_2038-AGENDA_3,대~대소 간 4차선 확포장사업 2단계 사업이 현재 용역 중인 삼성에서 진행 중인 사업이라고 함. 해당 사업은 사업비 반납 상황이 되어 사업을 진행하지 말고 진행과정이 지난해 진행과정이 맞지 않도록 서
id_2038-AGENDA_4,대과 소관 주요 현안사업 추진상황 보고.
id_2038-AGENDA_5,20과 소관 주요 현안사업에 대하여 보고.
id_2038-AGENDA_6,농20년도 군정 주요 현안사업 보고.
id_2038-AGENDA_7,수사업소 2020년 군정 주요 현안사업 보고.
id_2038-AGENDA_8,시설내 체육회관의 경우 체육회 사무국에서도 체육회 사무국에서도 체육회 사무국에서도 체육회에서도 체육회에서도 체육회에서도 체육회에서도 체육회에서도 체육회에서도 체육회에서도 체육회에서도 체육회
id_2039-AGENDA_1,제333회 음성군의회 임시회 제2차 본회의 개의 선포.
id_2039-AGENDA_2,음성군 공직자 윤리위원회 구성과 운영에 관한 조례 일부개정조례안은 상위법인 <공직자윤리법>의 개정에 따라 우리 군 조례 중 공직자 윤리위원회 위원의 정원 규정을 개정하고자 제정되었음. 해당
id_2039-AGENDA_3,"음성군 공유재산 관리 조례 일부개정조례안은 <공유재산 및 물품 관리법 시행령>의 개정사항을 반영하여 대부료 등의 분할납부 횟수를 확대하고, 납부 유예 규정을 삭제하고자 제정되었음. 해당 안"
id_2039-AGENDA_4,음성군 자연휴양림 운영 관리 조례 일부개정조례안은 음성군 자연휴양림의 1인당 객실면적이 인근 지자체에 비해 작아서 객실별 기준인원수를 조정하여 안전하고 쾌적하게 휴
id_2039-AGENDA_5,음성군 장애인복지관 민간위탁 추진계획안은 음성군 장애인복지관 위탁기간이 금년도 7월 4일로 만료됨에 따라 장애인복지 증진에 위하여 공개모집을 통한 전문지식과 경험을 갖춘 수탁기관을 선정
id_2039-AGENDA_6,"2021년도 제1회 세입, 세출 추가경정예산안 승인의 건은 가결됨. 2021년도 기금운용계획 변경안 승인의 건은 가결됨."
id_2040-AGENDA_1,제54회 청주시의회(2020년도제1차정례회) 제2차 본회의 개의 선포.
id_2040-AGENDA_2,"제당 이현주 의원은 하반기 의장단 선출에 앞서 청주시의회의 투명 의원에 대해 발언함. 청주시의회 39명의 의원과 세 개의 정당이 의장직을 수행함. 의장 선거는 총 10표 중에서 서제일 의원 10표,"
id_2040-AGENDA_3,"제2대 청주시의회 후반기 의장 선거는 총 39표 중에서 서제일 의원 39표, 무효 4표로 서제일 의원 당선."
id_2040-AGENDA_4,"제2대 청주시의회 후반기 부의장 선거는 총 투표수 39표 중에서 박정희 의원 28표, 전규식 의원 5표, 유영경 의원 1표, 이완복 의원 1표, 이현주 의원, 박노"
id_2040-AGENDA_5,6월 26일부터 6월 28일까지 3일간 휴회가 가결됨.
id_2041-AGENDA_1,제190회 음성군의회 임시회 제1차 본회의 개의 선포.
id_2041-AGENDA_2,제190회 음성군의회 임시회 회기는 4월 23일 하루로 가결됨.
id_2041-AGENDA_3,"제190회 음성군의회 임시회 회의록 서명의원으로 윤창규 의원, 최임순 의원이 선출됨."
id_2041-AGENDA_4,충북 음성 음성 진천 혁신도시의 성공을 위한 건의문은 채택됨.
id_2041-AGENDA_5,행정간 규제완화 정책 반대를 위한 건의문은 채택됨.
id_2041-AGENDA_6,농업기술의 산실 농촌진흥청 폐지 반대를 위한 건의문은 채택됨.
id_2042-AGENDA_1,제127회 음성군의회 임시회 제1차 본회의 개의 선포.
id_2042-AGENDA_2,제127회 음성군의회 임시회 회기는 4월 22일부터 4월 25일까지 4일간으로 가결됨.
id_2042-AGENDA_3,제127회 임시회 회의록 서명의원으로 반광홍 의원과 안병일 의원이 선출됨.
id_2042-AGENDA_4,음성군 제증명 등 수수료 징수 조례 중 개정 조례안은 인감증명업무 전산화 및 업무 전산화 차원에서 인감증명법이 개정됨에 따라 현행 제도의 운영상 일부 미비점을 보완하기 위해
id_2042-AGENDA_5,"음성군 인감업무 담당공무원 보험, 공제 등의가입 조례안은 인감증명의 전국온라인 발급에 따라 인감업무담당공무원의 인감사고로 인한 피해상황에 대비하기 위해 보험 및 공제가"
id_2042-AGENDA_6,"2003년도공유재산관리계획변경계획안은 지방재정법 제78조의 규정에 의거하여 재산의 취득, 처분에 대한 자문을 구하기 위하여 음성군공유재산심의회 심의를 거친 장애인복지관"
id_2042-AGENDA_7,관내주요시설 및 현장방문 결과보고의 건은 채택됨.
id_2042-AGENDA_8,선진 시군 비교견학 계획안은 타시군 비교견학을 통하여 관내 현안사업에 대한 자료를 비교 분석하여 주민의 기대 및 예상되는 지역현안문제에 대처하고 주민자치센터기능 전환사례를 분석하여 지역에 접목시켜 발전
id_2042-AGENDA_9,제127회 임시회 휴회의 건은 회기 중 타시군을 비교견학하는 의사일정으로 갈음함.
id_2043-AGENDA_1,제126회 완주군의회 임시회 제2차 본회의 개의 선포.
id_2043-AGENDA_2,완주군세감면조례 일부개정조례안과 완주군 부동산 투기지역 지정 철회 건의안이 제2차 본 회의에서 제안설명을 듣고 동 안건을 처리하기 위하여 의사일정 변경 건이 가결됨.
id_2043-AGENDA_3,"완주군세감면조례 일부개정조례안은 지방세 감면관련 개별법 자동차관리법, 임대주택법, 지방세법 개정에 따라 관련조문을 정비하고 감면규정을 명확히 하여 과세의 공평을 기하고자"
id_2043-AGENDA_4,완주군 부동산 투기지역 지정 철회 건의안은 정부당국에서 일방적으로 완주군을 부동산 투기지역으로 지정한 것에 대하여 반발하여 철회되었음. 해당 안건은 가결됨.
id_2045-AGENDA_1,제127회 제2차 정례회 제7차 본회의 개의 선포.
id_2045-AGENDA_2,"음성군사무의읍, 면위임조례중개정조례안은 제5차 본회의에서 보류된 조례안으로 제안설명 및 검토보고는 생략하고 배부하여 가결됨."
id_2045-AGENDA_3,"2004년도 세입, 세출예산승인안은 심사결과 가결됨."
id_2045-AGENDA_4,2004년도 기금운용계획승인안은 심사결과 가결됨.
id_2045-AGENDA_5,제127회 제2차 정례회 휴회의 건은 회기 중 예산결산특별위원회 활동을 하는 의사일정으로 진행됨.
id_2046-AGENDA_1,제175회 완주군의회 임시회 제1차 본회의 개의 선포.
id_2046-AGENDA_2,제175회 완주군의회 임시회 회기는 11월 1일부터 11월 4일까지 4일간으로 가결됨.
id_2046-AGENDA_3,제175회 완주군의회 임시회 회의록 서명의원으로 조정석 부의장과 송지용 의원이 선출됨.
id_2046-AGENDA_4,완사무감사 특별위원회는 의장을 제외한 9인의 위원으로 구성함. 활동 기간은 2011년 11월 29일부터 12월 7일까지 9일간으로 함. 특별위원회 구성위원은 의장을 제외한 9인의 위원으로 구성함. 활동위원은 2011년
id_2046-AGENDA_5,"한미 FTA 독소조항 해결과 피해대책 없는 비준 반대 결의안은 지난 10월 12일 한·미 자유무역협정 이행법안이 미국 의회를 최종 통과함에 따라, 정부와 한나라당은 이번 기회에 한ᆞ미 자유무역협정 이행법"
id_2046-AGENDA_6,11월 2일부터 11월 3일까지 2일간 휴회가 가결됨. 제2차 본회의는 11월 4일 오전 10시에 개의.
id_2047-AGENDA_1,제191회 음성군의회 임시회 제1차 본회의 개의 선포.
id_2047-AGENDA_2,제191회 음성군의회 임시회 회기는 5월 22일부터 5월 27일까지 6일간으로 가결됨.
id_2047-AGENDA_3,제191회 음성군의회 임시회 회의록 서명의원으로 이한철 부의장과 반광홍 의원이 선출됨.
id_2047-AGENDA_4,급수시설 현지확인 특별위원회 결과보고서가 채택됨.
id_2047-AGENDA_5,이월사업 현지확인 특별위원회 구성결의안은 2007년도 이월 및 계속비 사업 중 사업규모가 큰 주요사업을 대상으로 현장을 방문 확인 점검하여 사업추진상 도출된 제반 문제점에 대해 합리적인 대책을 연구하고 정확한
id_2047-AGENDA_6,"2007년도 세입, 세출 결산검사위원은 대표위원으로 정지태 의원, 위원으로 이재춘 의원, 남기홍 세무사, 음성군 주요 계장을 역임한 박상윤, 전 산림조합과장으로 홍기태가 선임됨"
id_2047-AGENDA_7,음성군 저소득주민자녀장학금 지급조례 일부개정조례안은 현행 조례 운영상 나타난 미비점을 보완하고 장학금 지급액을 상향 조정하고자 제정되었음. 해당 안건은 가결됨. 음성군
id_2047-AGENDA_8,음성군 여비조례 일부개정조례안은 국내여비의 실비정산제도의 비효율성으로 말미암아 국내여행의 경우 운임과 숙박비에 대한 지급기준을 정하기 위해 제안됨. 해당 안
id_2047-AGENDA_9,음성군 하수도 사용조례 전부개정조례안은 <오수 및 분뇨 및 축산폐수의 처리에 관한 법률> 중 오수 및 분뇨에 관하여 <하수도법> 중 오수 및 분뇨
id_2047-AGENDA_10,"200유재산 관리계획 변경계획안은 친환경 축산관리실 설치에 따른 공유재산 취득, 두 번째 삼성 체육공원 조성에 따른 공유재산 취득을 위해 제정되었음. 해당 안건은 가결됨."
id_2047-AGENDA_11,제191회 임시회 휴회의 건은 회기 중 이월사업 현지확인 특별위원회를 구성하여 활동하는 의사일정으로 갈음함.
id_2049-AGENDA_1,제236회 음성군의회 임시회 개의 선포.
id_2049-AGENDA_2,"제장 선거는 총 8표 중에서 서제일 의원 8표, 무효 1표로 서제일 의원 당선. 부의장 선거는 총 8표 중에서 서제일 의원 7표, 무효 1표로 서제일 의원 7표,"
id_2049-AGENDA_3,제236회 음성군의회 임시회 회기는 7월 6일 하루로 가결됨.
id_2049-AGENDA_4,제236회 음성군의회 임시회 회의록 서명의원으로 이대웅 의원과 김순옥 의원이 선출됨.
id_2051-AGENDA_1,제51회 청주시의회(임시회) 제2차 본회의 개의 선포.
id_2051-AGENDA_2,복지교육위원회 김은숙 의원은 청주시가 코로나19 대응에 전념할 수 있도록 행정사무감사 때 심사하고 있는 제1회 추가경정 예산안에는 코로나19로 침체된 지역경제를 활성화하기 위해 심사
id_2051-AGENDA_3,2020년 제1회 추가경정 예산안은 심사결과 가결됨.
id_2052-AGENDA_1,제200회 완주군의회 임시회 제1차 본회의 개의 선포.
id_2052-AGENDA_2,제200회 완주군의회 임시회 회기는 10월 27일부터 10월 31일까지 5일간으로 가결됨.
id_2052-AGENDA_3,제200회 완주군의회 임시회 회의록 서명의원으로 김용찬 의원과 서남용 의원이 선출됨.
id_2052-AGENDA_4,행정사무감사 특별위원회는 의장을 제외한 9인의 위원으로 구성함. 특별위원회는 2014년 11월 28일부터 12월 5일까지 8일간 운영됨. 특별위원회는 의장을 제외한 9인의 위원으로 구성함. 특별위원회는 의장을 제외한 9
id_2052-AGENDA_5,10월 28일부터 10월 30일까지 3일간 휴회가 가결됨. 제2차 본회의는 10월 31일 오전 10시에 개의.
id_2054-AGENDA_1,제226회 완주군의회 제2차 정례회 제4차 본회의 개의 선포.
id_2054-AGENDA_2,슬주군 사무의 민간위탁 관리에 관한 조례 제4조 및 완주군 공공하수처리시설 위탁 관리 운영에 관한 조례 제3조 규정에 따라 의회의 동의를 구하기 위해 제정되었음. 해당 안건은 가결
id_2054-AGENDA_3,2017년도 제2회 추가경정 예산안은 심사결과 가결됨. 2018년도 예산안은 심사결과 가결됨.
id_2054-AGENDA_4,201226회 완주군의회 제2차 정례회 기간 중 자치행정위원회에서 심사한 2018년도 기금운용계획안은 심사결과 가결됨.
id_2054-AGENDA_5,2017년도 행정사무감사 결과보고서가 채택됨.
id_2054-AGENDA_6,농민의 권리와 농업의 가치 반영을 위한 헌법개정 특별위원회 구성과 전국 동시 지방선거일인 내년 6월 13일에 국민 투표를 통해 헌법 개정을 진행하고자 발의됨. 해당 안건은 가결됨.
id_2054-AGENDA_7,완주군의회 부의장의 사임.
id_2055-AGENDA_1,음성군의회 제245회 임시회 제1차 본회의 개의 선포.
id_2055-AGENDA_2,음성군의회 제245회 임시회 회기는 2013년 5월 31일 하루로 가결됨.
id_2055-AGENDA_3,"제265회 임시회 회의록 서명의원으로 남궁유 의원, 조천희 의원이 선출됨."
id_2055-AGENDA_4,음성군 청소년 문화의 집 관리 운영 조례 일부개정조례안은 청소년들에게 문화체험 기회 확대 및 건전한 청소년 육성을 위한 금왕 청소년문화의 집 건립 공사가 마무리 단계로 시설 운영에 앞서 조례를 개정하고자 제정되었음
id_2055-AGENDA_5,음성군 지방공무원 정원 조례 일부개정조례안은 2013년 총액인건비 기준 증원에 따른 정원의 증원과 기능직의 일반직 전환에 따라 <지방자치단체의 행정기구와 정원기준에 관한 규정>에
id_2055-AGENDA_6,음성군 복지회관 설치 및 운영조례 폐지조례안은 음성군 복지회관을 철거함에 따라 <음성군 복지회관 설치 및 운영조례>를 폐지하고자 제정되었음. 해당 안건은 가결됨
id_2055-AGENDA_7,"음성군 농기계 임대사업 운영 조례 일부개정조례안은 <지방재정법>제63조, <지방재정법 시행령>제76조의 규정에 따라 본 조례에 사용료 납부 방법에 대한 불명확"
id_2055-AGENDA_8,음성군 관리계획 결정(변경)에 따른 의회 의견 제시의 건은 채택됨.
id_2058-AGENDA_1,제254회 완주군의회 임시회 제1차 본회의 개의 선포. 금번 임시회는 이인숙 의원 외 4인으로부터 집회요구가 있어 집회함.
id_2058-AGENDA_2,제254회 완주군의회 임시회 회기는 9월 2일부터 9월 11일까지 10일간으로 가결됨.
id_2058-AGENDA_3,제254회 완주군의회 임시회 회의록 서명의원으로 서남용 의원과 최찬영 의원이 선출됨.
id_2058-AGENDA_4,완주군 폐기물 매립장에 관한 행정사무조사특별위원회에서 본 의원이 사임. 최등원 의원을 보임.
id_2058-AGENDA_5,9월 3일부터 9월 10일까지 8일간 휴회가 가결됨. 제2차 본회의는 9월 11일 오전 10시에 개의.
id_2059-AGENDA_1,제133회 음성군의회 임시회 제1차 본회의 개의 선포.
id_2059-AGENDA_2,제133회 음성군의회 임시회 회기는 9월 16일 하루로 가결됨.
id_2059-AGENDA_3,제133회 임시회 회의록 서명의원으로 정지태 의원과 이한철 의원이 선출됨.
id_2059-AGENDA_4,음성군 오수 및 축산 폐수의 처리에 관한 조례 중 개정조례안은 상위법의 폐지 및 제정됨에 따라 오수 및 분뇨및 축산폐수의 처리에관한법률에서 조례로 위임된 관련
id_2059-AGENDA_5,음성군 제2건국국민추진위원회 조례 폐지 조례안은 제2의 건국 이념을 바탕으로 하는 제2건국국민추진위원회의 활동을 2003년 8월 31일로 종료하기 위해 제정되었음. 해당 안건은 가결됨.
id_2059-AGENDA_6,"2003년도공유재산관리계획변경계획안은 삼성면 선정리 보건진료소 이전 신축사업 건과 공, 사유재산 교환 건 등 2건으로 가결됨."
id_2060-AGENDA_1,제176회 음성군의회 제2차 정례회 제1차 본회의 개의 선포.
id_2060-AGENDA_2,제176회 음성군의회 제2차 정례회 회기는 11월 28일부터 12월 22일까지 25일간으로 가결됨.
id_2060-AGENDA_3,"제176회 음성군의회 제2차 정례회 회의록 서명의원으로 윤창규 의원, 최임순 의원이 선출됨."
id_2060-AGENDA_4,"예산결산 특별위원회는 금번 정례회 기간 중 음성군수로부터 제출된 2007년도 예산안, 2007년도 기금운용계획안, 2006년도 제3회 추가경정예산안을 심사하기위해 구성함. 특별위원회는 금"
id_2060-AGENDA_5,제월 29일부터 12월 4일까지 4일간 군정 전반에 관한 질문과 답변을 구하기 위해 군수 및 관계 공무원의 출석을 요구하여 가결됨.
id_2060-AGENDA_6,음성군 주민참여 예산제 운영조례안은 예산편성과정에서부터 조례범위 내에서 제출된 주민의 의견수렴과 그 결과의 인터넷공개 등 주민이 적극적으로 참여할 수 있도록 제도화하기 위한 법적 장치 마련을 위해 제정
id_2060-AGENDA_7,음성군 금고지정 및 운영에 관한 조례안은 지방재정법 제77조 및 동법시행령 제102의 규정에 의하여 지방자치단체 금고지정기준이 제정됨에 따라 음성군 금고 지정 및 운영에 관한
id_2060-AGENDA_8,음성군 수돗물 수질평가위원회 운영조례 일부개정조례안은 수도법이 2005년 12월 29일 개정시행됨에 따라 개정된 법령 중 조례명과 일부 내용이 조례와 불합리하여 조례의 일부를 개정하고자 제정됨
id_2061-AGENDA_1,제187회 완주군의회 임시회 제1차 본회의 개의 선포.
id_2061-AGENDA_2,제187회 완주군의회 임시회 회기는 2월 26일부터 2월 28일까지 3일간으로 가결됨.
id_2061-AGENDA_3,제187회 완주군의회 임시회 회의록 서명의원으로 조정석 의원과 이향자 의원이 선출됨.
id_2061-AGENDA_4,"완주 전주 통합반대 특별위원회는 지역 내 다양한 문제점에 대한 심층 분석 및 연구 검토를 통해 통합의 부당성 및 불필요성을 지역주민들에게 제공하고, 주민들의 알권리 충족을 위해 구성됨. 구성 위원으로 7"
id_2061-AGENDA_5,2월 27일 1일간 휴회가 가결됨. 제2차 본회의는 2월 28일 오전 10시에 개의.
id_2062-AGENDA_1,제157회 완주군의회 임시회 제1차 본회의 개의 선포.
id_2062-AGENDA_2,제157회 완주군의회 임시회 회기는 12월 31일 1일간으로 가결됨.
id_2062-AGENDA_3,제157회 완주군의회 임시회 회의록 서명의원으로 정성모 의원과 김상식 의원이 선임됨.
id_2062-AGENDA_4,제5대 완주군의회 후반기 의장 사임 동의 건은 채택됨.
id_2062-AGENDA_5,"제5대 완주군의회 후반기 의장 보궐선거는 총 8표 중에서 서제일 의원 8표, 무효 4표로 서제일 의원 당선."
id_2066-AGENDA_1,제166회 완주군의회 제2차 정례회 제1차 본회의 개의 선포.
id_2066-AGENDA_2,제166회 완주군의회 제2차 정례회 회기는 11월 29일부터 12월 17일까지 19일간으로 가결됨.
id_2066-AGENDA_3,제166회 제2차 정례회 회의록 서명의원으로 조정석 의원과 송지용 의원이 선출됨.
id_2066-AGENDA_4,2011년도 군정계획 보고.
id_2066-AGENDA_5,2011년도 세입세출 예산안 제안 설명.
id_2066-AGENDA_6,중기지방재정계획 보고.
id_2066-AGENDA_7,11월 30일부터 12월 12일까지 13일간 휴회가 가결됨. 제2차 본회의는 12월 13일 오전 10시에 개의.
id_2068-AGENDA_1,제157회 음성군의회 임시회 제4차 본회의 개의 선포.
id_2068-AGENDA_2,제157회 음성군의회 임시회 의사일정 변경의 건은 가결됨.
id_2068-AGENDA_3,"음성군 문화예술공간 및 미술장식의 설치조례안은 대통령령이 정하는 종류 또는 규모 이상의 건축물을 건축하고자 하는 자에 대하여 건축비용의 일정비율에 해당하는 금액을 회화 및 조각, 공예 등 미술장"
id_2068-AGENDA_4,음성군 지방공무원 정원조례 일부개정조례안은 최근 생계형 사건 및 사고의 증가 등으로 사회복지 전담체계의 개선에 따른 조정기능을 보강하는 데 따른 인력과 비정규직으로 운영되던 보건진료소 정
id_2068-AGENDA_5,음성군 지역사회복지협의체 설치 및 운영조례안은 지역의 복지문제를 해결하기 위하여 민주적 의사소통구조를 확립하고 수요자 우선의 통합적 복지서비스 제공기반을 마련하여 지역사회의 복지자원의 효율적 활용 측
id_2068-AGENDA_6,음성군 재난안전대책본부 운영조례안은 각종재난으로부터 군민의 생명과 재난을 보호하기 위하여 재난 및 안전관리기본법 제16조의 규정에 의하여 음성군 재난안전대책본부의 구성 및 운영 및 상황
id_2069-AGENDA_1,제89회 음성군의회 임시회 제1차 본회의 개의 선포.
id_2069-AGENDA_2,제89회 음성군의회 임시회 회기는 11월 11일부터 11월 13일까지 3일간으로 가결됨.
id_2069-AGENDA_3,"제89회 음성군의회 임시회 회의록 서명의원으로 김우식 의원, 김천봉 의원이 선출됨."
id_2069-AGENDA_4,1999행정사무감사특별위원회 구성안은 1999년도 정기회를 앞두고 원활한 행정사무감사 운영에 효율과 내실을 도모하기 위한 행정사무감사 자료목록 작성 등 제반준비에 만전을 기하고자 제안됨.
id_2069-AGENDA_5,"타 시, 군 비교견학 결과 보고서가 채택됨."
id_2069-AGENDA_6,"음성군 지방공무원정원 조례 중 개정조례안은 사회복지전문요원의 사기진작과 저소득층의 기초생활보장 업무를 원활히 추진하기 위하여 기존의 사회복지 전문요원 8명, 7급 상당 6명, 8급 상당 2명을"
id_2069-AGENDA_7,환경오염 현지확인 결과에 따른 조치결과 보고의 건은 채택됨.
id_2069-AGENDA_8,제89회 임시회 휴회의 건은 1999행정사무감사특별위원회 활동을 하는 의사일정으로 갈음함.
id_2071-AGENDA_1,제56회 음성군의회 임시회 제1차 본회의 개의 선포.
id_2071-AGENDA_2,제56회 음성군의회 임시회 회기는 5월 28일부터 6월 1일까지 5일간으로 가결됨.
id_2071-AGENDA_3,"제56회 음성군의회 임시회 회의록 서명의원으로 강대식 의원, 박희남 의원이 선출됨."
id_2071-AGENDA_4,"1996년도 제1회 세입, 세출추가경정예산안 제안설명."
id_2071-AGENDA_5,"예산결산특별위원회위원은 최관식 의원, 김우식 의원, 이덕우 의원, 강대식 의원, 박희남 의원, 권영득 의원, 홍재선 의원으로 구성함. 특별위원회는 5월 28일부터 5월 31일까지 4일간 운영"
id_2071-AGENDA_6,"음성군 폐기물 관리 조례 제정 조례안은 1995년 1월 1일부터 실시된 폐기물 종량제에 따라서 쓰레기 감량화에 있어서 쓰레기봉투 문제, 홍보갖가지 문제가 도출되어 제정되었으며, 해당 안건은 가결됨."
id_2071-AGENDA_7,음성군 지역 농업개발센터 설치 운영 조례제정조례안은 최첨단 과학영농시설과 기재를 확보하고 내방 농민을 철저히 지도함으로서 현장지도와 아울러 지도소 내방농민에 교육활동을
